"","Site","Context","Pit","Layer","No.","Position","New_Layer","Part","Weight","H_Rim","Hight","Thick1_Rim","Thick2_Rim","Thick1_Neck","Thick2_Neck","Thick1_Body","Thick2_Body","Diameter1_Rim","Diameter2_Rim","Diameter1_Neck","Diameter2_Neck","Diameter1_Body","Diameter2_Body","rim_form","紋飾/口緣","紋飾/腹片","紋飾/其他","特殊記載","紋飾特色","temper","texture","abundence","fireing core","sherd texture","curventure","緣內抹修","內頸","備註","出土說明","腹部","Grid","phase","layer2","filename"
"318","KWL","P","P090","L4","081","B","3","pot or steamer","90.5","16.5","86+","3.4","4.4000000000000004","4","4",2.5,"2.5","122",NA,"108.5",NA,"160",NA,"平唇,口微歛,缺底","平行紋","直行紋.菱格紋.平行紋.菱格紋","繫痕細多但不齊","二斜紋似 //,痕繫",NA,"sand","fine","medium","1","fine","na",NA,"圓弧","內外腹佈煙炱痕,色黑,外口緣集中上口,內肩有裂縫疑接合造成,部分砂粗",NA,"推測","AT6P5BC","post-e","04","P09004081"
"319","KWL","P","P090","L8","055","C","5","pot","92.5","16","115+","3.5","2.5","4","3.5",2,"1.7","117",NA,"100",NA,"142",NA,"平唇,口不平","平行紋","複菱形紋.直行紋.折線紋","繫痕",NA,"特殊紋飾,菱形迴圈細緻,橫向","sand","fine","sparse","4","fine","na",NA,"圓弧,部分稍抹平","內外腹煙炱痕,內外口緣稍有,內腹肩指壓痕明顯,內口緣及頸有縱向切痕","04舊社陶","有腹圍","AT6P5AD","pre-e","08","P09008055"
"320","KWL","P","P090","L8","055","C","5","pot","92.5","16","115+","3.5","2.5","4","3.5",2,"1.7","117",NA,"100",NA,"142",NA,"平唇,口不平","平行紋","複菱形紋.直行紋.折線紋","繫痕",NA,"特殊紋飾,菱形迴圈細緻,橫向","sand","fine","sparse","4","fine","na",NA,"圓弧,部分稍抹平","內外腹煙炱痕,內外口緣稍有,內腹肩指壓痕明顯,內口緣及頸有縱向切痕","04舊社陶","有腹圍","AT6P5BC","pre-e","08","P09008055"
"321","KWL","P","P090","L9","133","D","5","pot or steamer","71","18","99+","1.6","2","4","3.8",3.5,"3","120",NA,"109",NA,"150",NA,"圓唇外翻折,缺底","疑折線紋","直行紋.折線紋","繫痕平直1mm",NA,"口部紋飾模糊","sand","fine","medium","1","fine","na",NA,"稍抹平","內外腹略煙炱痕,內腹指壓痕明顯,未燒透,質地較軟",NA,"推測","AT6P5AD","pre-e","09","P09009133"
"322","KWL","P","P090","L9","133","D","5","pot or steamer","71","18","99+","1.6","2","4","3.8",3.5,"3","120",NA,"109",NA,"150",NA,"圓唇外翻折,缺底","疑折線紋","直行紋.折線紋","繫痕平直1mm",NA,"口部紋飾模糊","sand","fine","medium","1","fine","na",NA,"稍抹平","內外腹略煙炱痕,內腹指壓痕明顯,未燒透,質地較軟",NA,"推測","AT6P5BC","pre-e","09","P09009133"
"323","KWL","P","P090","L9","171","D","5","pot or steamer","50","20","108+","2.5","3","3.8","3.8",2,"2.5","120",NA,"108",NA,"151",NA,"圓唇略外翻折,外口土溢,缺底","豎折線紋","平行紋.直行紋.折線紋","繫痕",NA,"口部紋飾模糊","sand","fine","medium","1","fine","9.4499999999999993",NA,"圓弧","內外腹略煙炱痕,內腹指壓痕明顯,未燒透,質地較軟,部分砂粗","03","推測","AT6P5AD","pre-e","09","P09009171"
"324","KWL","P","P090","L9","171","D","5","pot or steamer","50","20","108+","2.5","3","3.8","3.8",2,"2.5","120",NA,"108",NA,"151",NA,"圓唇略外翻折,外口土溢,缺底","豎折線紋","平行紋.直行紋.折線紋","繫痕",NA,"口部紋飾模糊","sand","fine","medium","1","fine","9.4499999999999993",NA,"圓弧","內外腹略煙炱痕,內腹指壓痕明顯,未燒透,質地較軟,部分砂粗","03","推測","AT6P5BC","pre-e","09","P09009171"
"325","KWL","P","P090","L9","172","D","5","pot","169.5","22","117+","1.5","2","4","5",3.5,"3.5","108",NA,"93",NA,"132",NA,"平唇外翻折,全形可復原","平行紋","平行紋.直行紋.折線紋","繫痕",NA,"平行似壓於直行紋上","sand","fine","sparse","1,4","fine","8.5",NA,"折角","外腹略煙炱痕,外口緣上口略有,內腹指壓痕明顯,頸折下有抹平痕","03","有腹圍","AT6P5AD","pre-e","09","P09009172"
"326","KWL","P","P090","L9","172","D","5","pot","169.5","22","117+","1.5","2","4","5",3.5,"3.5","108",NA,"93",NA,"132",NA,"平唇外翻折,全形可復原","平行紋","平行紋.直行紋.折線紋","繫痕",NA,"平行似壓於直行紋上","sand","fine","sparse","1,4","fine","8.5",NA,"折角","外腹略煙炱痕,外口緣上口略有,內腹指壓痕明顯,頸折下有抹平痕","03","有腹圍","AT6P5BC","pre-e","09","P09009172"
"327","KWL","P","P091","L1","003","A","1","pot or steamer","84.5","22","105+","3.7","3","6","6.3",2.5,"3","130",NA,"112",NA,"174",NA,"平唇","平行紋","木梯紋.菱格紋.木梯紋.菱格紋.","繫痕細多",NA,"紋飾皆細緻,菱格小","sand","fine","medium","4","fine","na",NA,"圓弧","外佈煙炱痕,外口緣稍有,內腹指壓痕明顯",NA,"推測","AT6P6","ch-con","01","P09101003"
"328","KWL","P","P091","L3","031","B","3","pot or steamer","144.5","24","74+","4.8","3.8","4","3.5",3,"2.5","115.5",109,"97",103,"155",NA,"平唇厚,口不平不圓,內口土溢,缺下腹及底","直行紋","直行紋.複三角紋.直行紋","繫痕細多,部分深",NA,"特殊紋飾,折線組成三角樣,圖樣上下相對","sand","fine","sparse","4","fine","na","部分","圓弧","外腹煙炱痕,內腹指壓痕明顯,內頸有縱切痕及橫裂痕,質地較硬,頸下抹平痕",NA,"有腹圍","AT6P6","post-e","03","P09103031"
"329","KWL","P","P091","L6","188","D","4","pot or steamer","67.5","22","111+","3.1","2.6","4","3.5",1.8,"2.5","113",NA,"100",NA,"152",NA,"平唇,器薄,缺底","na","直行紋.折線紋.直行紋.折線紋","繫痕",NA,"口部素面無紋疑磨光,中間直行紋短","sand","fine","medium","4","fine","8.5",NA,"圓弧","外腹略煙炱痕,內腹指壓痕明顯,質地較軟,圓頸下凸起,部分砂粗","舊陶堆5","推測","AT6P6","post-e","06","P09106188"
"330","KWL","P","P091","L5","103","D","4","pot or steamer","67.5","27.5","47+","3.2","2.1","4","3.5",1.9,NA,"120.5",121.5,"101",NA,NA,NA,"平唇,口高,缺下腹及底","菱格紋","折線紋.平行紋","繫痕細多,部分印到口緣",NA,"折線細緻","sand","fine","medium","4","fine","na",NA,"抹平","內外口緣略煙炱痕,內頸指壓痕明顯",NA,"腹圍不足","AT6P6","post-e","05","P09105103"
"331","KWL","P","P091","L7","061","C","5","pot","68.5","19.5","97","2.8","2.5","4",NA,2,"1.6","120",NA,"102",NA,"130",NA,"圓唇","折線紋","直行紋.折線紋.直行紋.折線紋","繫痕",NA,NA,"sand","fine","sparse","4","fine","8.5",NA,"圓弧,部分折角","內外腹煙炱痕,內外口緣皆有內集中上口,外頸土未抹平 ,內腹指壓痕明顯",NA,"推測","AT6P6","pre-e","07","P09107061"
"332","KWL","P","P091","L7","062","A?C","5","base","176",NA,"89+",NA,NA,NA,NA,2,"3.5",NA,NA,NA,NA,"139",141,"缺口","na","直行紋.折線紋.直行紋.折線紋","na",NA,"直線細,折線粗","sand","fine","sparse","4","fine","10","na","na","內外腹煙炱痕,內腹指壓痕明顯,底二層,有二處露胎","舊陶堆5","有腹圍","AT6P6","pre-e","07","P09107062"
"333","KWL","P","P092","L8","050","A","5","pot or steamer","88","20","79+","4","2.6","4","3.6",2.3,"1.5","116",115,"100",98,"140",NA,"平唇,缺底,外口土溢","波浪紋","直行紋.波浪紋.直行紋","繫痕",NA,NA,"sand","fine","sparse","4","fine","na",NA,"稍抹平","內外腹煙炱痕,口內外亦有,內頸指壓痕,外上口有縱向裂痕",NA,"推測","AT6P7A","pre-e","08","P09208050"
"334","KWL","P","P092","L8","050","A","5","pot or steamer","88","20","79+","4","2.6","4","3.6",2.3,"1.5","116",115,"100",98,"140",NA,"平唇,缺底,外口土溢","波浪紋","直行紋.波浪紋.直行紋","繫痕",NA,NA,"sand","fine","sparse","4","fine","na",NA,"稍抹平","內外腹煙炱痕,口內外亦有,內頸指壓痕,外上口有縱向裂痕",NA,"推測","AT6P7BCD","pre-e","08","P09208050"
"335","KWL","P","P092","L8","062","A","5","pot","50","20","117+","4","3","4.5","4.2",2,"2","100",NA,"82",NA,"131",NA,"平圓唇,外口土溢","波浪紋","波浪紋.直行紋.波浪紋.直行紋","繫痕",NA,"直行紋近底處成直折線狀","sand","fine","sparse","4","fine","na",NA,"稍抹平","內外佈煙炱痕,口內外亦有,內腹指壓痕","黑土區","推測","AT6P7A","pre-e","08","P09208062"
"336","KWL","P","P092","L8","062","A","5","pot","50","20","117+","4","3","4.5","4.2",2,"2","100",NA,"82",NA,"131",NA,"平圓唇,外口土溢","波浪紋","波浪紋.直行紋.波浪紋.直行紋","繫痕",NA,"直行紋近底處成直折線狀","sand","fine","sparse","4","fine","na",NA,"稍抹平","內外佈煙炱痕,口內外亦有,內腹指壓痕","黑土區","推測","AT6P7BCD","pre-e","08","P09208062"
"337","KWL","P","P092","L8","065","A","5","pot or steamer","34","13","73+","1.5","1.8","2","2.7",1.3,"1.6","95",NA,"78",NA,"100",NA,"平唇外翻折,器小且薄,缺底","折線紋","折線紋.直行紋.折線紋.直行紋","繫痕細多",NA,"口部紋飾模糊","sand","fine","medium","1","fine","na",NA,"圓弧","內腹指壓痕","黑土區","推測","AT6P7A","pre-e","08","P09208065"
"338","KWL","P","P092","L8","065","A","5","pot or steamer","34","13","73+","1.5","1.8","2","2.7",1.3,"1.6","95",NA,"78",NA,"100",NA,"平唇外翻折,器小且薄,缺底","折線紋","折線紋.直行紋.折線紋.直行紋","繫痕細多",NA,"口部紋飾模糊","sand","fine","medium","1","fine","na",NA,"圓弧","內腹指壓痕","黑土區","推測","AT6P7BCD","pre-e","08","P09208065"
"339","KWL","P","P092","L8","066","A","5","rim","45.5","20","78+","3","2.5","4.5","4",2.3,NA,"110",NA,"100",NA,"142+",NA,"圓唇略外翻折,缺底","折線紋","直行紋.折線紋.直行紋","繫痕","兩斜紋,似X","口部又似波浪","sand","fine","medium","4","fine","na",NA,"圓弧","內外腹煙炱痕,口內外亦有,質地較軟,部分砂粗","黑土區","推測","AT6P7A","pre-e","08","P09208066"
"340","KWL","P","P092","L8","066","A","5","rim","45.5","20","78+","3","2.5","4.5","4",2.3,NA,"110",NA,"100",NA,"142+",NA,"圓唇略外翻折,缺底","折線紋","直行紋.折線紋.直行紋","繫痕","兩斜紋,似X","口部又似波浪","sand","fine","medium","4","fine","na",NA,"圓弧","內外腹煙炱痕,口內外亦有,質地較軟,部分砂粗","黑土區","推測","AT6P7BCD","pre-e","08","P09208066"
"341","KWL","P","P092","L8","067","A","5","pot or steamer","66.5","20","100+","4.3","3.4","4.5","3.5",3,"2","120",NA,"108",NA,"145",NA,"平唇,口近直,缺底","菱格紋","直行紋","繫痕,土未平",NA,"紋飾磨光模糊","sand","fine","sparse","4","fine","9.1999999999999993",NA,"抹平,部分未抹平","內外腹煙炱痕,口內外亦有,內色黑,內腹指壓痕明顯","黑土區","推測","AT6P7A","pre-e","08","P09208067"
"342","KWL","P","P092","L8","067","A","5","pot or steamer","66.5","20","100+","4.3","3.4","4.5","3.5",3,"2","120",NA,"108",NA,"145",NA,"平唇,口近直,缺底","菱格紋","直行紋","繫痕,土未平",NA,"紋飾磨光模糊","sand","fine","sparse","4","fine","9.1999999999999993",NA,"抹平,部分未抹平","內外腹煙炱痕,口內外亦有,內色黑,內腹指壓痕明顯","黑土區","推測","AT6P7BCD","pre-e","08","P09208067"
"343","KWL","P","P093","L12","012","B","6","pot","95","18.5","119.5","2.5","1.7","4.5","5.0999999999999996",2.5,"2","110",NA,"100",NA,"139",NA,"平唇,口近直","菱格紋","折線紋.直行紋.折線紋.直行紋","繫痕,土未平",NA,"菱格小,折線帶短 1cm以內","sand","fine","sparse","1","fine","na","稍微","圓弧","內外腹煙炱痕,口內外亦有,色黑,內腹指壓痕明顯","L8之黑土區","推測","AT6P8A","pre-e","12","P09312012"
"344","KWL","H","H006","L2","001",NA,"3","pot or steamer","60.5","16","108+","2.4","2.9","4","3.3",1.8,"2.2999999999999998","110",NA,"98",NA,"135",NA,"平唇","折線紋","直行紋.折線紋.直行紋.折線紋","繫痕",NA,NA,"sand","fine","medium","4","fine","9.3000000000000007",NA,"圓弧","內腹指壓痕明顯,無燒煮使用痕,部分砂粗",NA,"推測",NA,NA,"02","H00602001"
"345","KWL","H","H021","L0","007",NA,"3","pot or steamer","53","19.5","100+","2.8",NA,"4.5","4.3",3.1,"2.6","120",NA,"102",NA,"155",NA,"平唇,缺底","木梯紋","木梯紋.花朵紋.菱格紋","繫痕不明顯",NA,"特殊紋飾: 花朵紋約2＊2,菱格上大下小","sand","fine","sparse","1","fine","na","稍微","圓弧","內外腹煙炱痕,色黑,外口稍有,花朵紋飾背景許多細橫紋",NA,"推測",NA,NA,"00","H02100007"
"346","KWL","H","H021","L0","008",NA,"3","pot","93.5","20","127+","3.3","2.2999999999999998","5","4",3,"4","112",NA,"98",NA,"180",NA,"平唇","平行紋","線條迴圈紋,菱格紋,線條迴圈紋","繫痕細多,部分印到口緣",NA,"特殊紋飾:折線紋與平行紋組合,紋飾細緻","sand","fine","sparse","1","fine","5.6",NA,"抹平,部分未抹平","內底及外腹煙炱痕,色黑,外口亦有,內腹指壓痕明顯,質地較硬,內肩下橫向裂痕應為接合處","罐(18)","推測",NA,NA,"00","H02100008"
"347","KWL","H","H026","L0","157",NA,"4","base","57",NA,"38+","na",NA,"底厚6",NA,2,"1.8",NA,NA,NA,NA,"83",NA,"缺口及上腹","na","菱格紋",NA,NA,"最底部未見紋飾或已磨光","sand","fine","medium","1","fine","14.3","na","na","內腹指壓痕明顯,痕小,無燒煮使用痕,外底露胎,底有接合未平,部分砂粗",NA,"有腹圍",NA,NA,"00","H02600157"
"348","KWL","H","H042","L0","001",NA,"5","pot","121","17.5","130+","1.5","2.5","3.9","3.9",1.8,"1.3","117",116.5,"103",103,"163",NA,"平唇外翻折, 器薄","折線紋","折線紋","繫痕細多,部分印到口緣","g2,兩斜紋似X,左撇","全折線","sand","fine","medium","1","fine","7",NA,"圓弧稍抹平,部分折角","內外腹煙炱痕,內腹指壓痕,有特殊記載","罐(20)，大件組","推測",NA,NA,"00","H04200001"
"349","KWL","H","H042","L0","002",NA,"5","pot","124.5","19.5","131","2.5",NA,"4.5","5",2.6,"2.2999999999999998","110",NA,"90",NA,"130",NA,"平圓唇, 略外翻","折線紋","折線紋.直行紋.折線紋.直行紋","繫痕細多,部分印到口緣",NA,NA,"sand","fine","medium","1","fine","8.1999999999999993",NA,"圓弧","內外腹煙炱痕,口內外亦有,內集中上口,內腹指壓痕",NA,"推測",NA,NA,"00","H04200002"
"350","KWL","H","H044","L0","001",NA,"6","pot","166.5","20","120+","2.6","2.2999999999999998","4","3.2",3,"2.1","121",115,"99",100,"142",144,"平尖唇外翻折","折線紋","複菱形紋.折線紋.直行紋.折線紋.直行紋","繫痕",NA,"折線角度小","sand","fine","sparse","1","fine","8","稍微","圓弧","內外佈煙炱痕,色黑,外口有,內口稍微,內腹指壓痕","罐(22)，H44中段","有腹圍",NA,NA,"00","H04400001"
"351","KWL","H","H044","L0","148",NA,"6","pot","146.5","16","113+","2.2999999999999998","1.5","4","4",2,"2.5","100",120,"88",110,"148",NA,"平唇外翻, 口不平不圓,一處凹陷","折線紋","折線紋.直行紋.折線紋.直行紋","繫痕平直0.7mm",NA,"紋飾清楚較細緻","sand","fine","sparse","5","fine","9.8000000000000007",NA,"圓弧","內外佈煙炱痕,色黑,口內外皆有,內集中上口,有灰燼,內腹指壓痕明顯,砂細","罐(23)，H44西段","有腹圍",NA,NA,"00","H04400148"
"352","KWL","H","H045","L0","001",NA,"5","pot or steamer","126.5","16","100+","2","1.5","3","4",2,"3","110",112,"95",100,"127",132,"尖唇外翻折","菱格紋","直行紋.菱格紋.豎折線紋","繫痕不明顯",NA,"菱格小而清楚","sand","fine","medium","1","fine, laminated","cant",NA,"抹平又折角","內外腹略煙炱痕,內腹指壓痕明顯","罐(24)","有腹圍",NA,NA,"00","H04500001"
"353","KWL","H","H052","L0","001",NA,"6","pot","86.5","18","118+","2.2999999999999998","1.7","4.2","4.8",2.5,"2.4","117",NA,"98",NA,"158",NA,"尖唇外翻折, 底薄","菱格紋","平行紋.折線紋","繫痕",NA,"菱格小且深","sand","fine","medium","1","fine","10.199999999999999",NA,"抹平又折角","內外腹略煙炱痕,外側緣口有縱向裂痕,部分砂粗","罐(25)","推測",NA,NA,"00","H05200001"
"354","KWL","H","H054","L0","008",NA,"4","pot or steamer","77","21","94+","2.4","1.5","3","2.5",2.5,NA,"120",NA,"97",NA,"145",NA,"平唇,口不平不圓,嚴重扭曲變形, 缺底","菱格紋","直行紋.折線紋.直行紋.折線紋.直行紋.折線紋","繫痕",NA,"直線與折線部分重疊,紋飾細緻,似先拍滿直線後上折線","sand","fine","sparse","1","fine","na",NA,"抹平又折角","內外佈煙炱痕,口內外亦有,內腹指壓痕明顯,質地脆,似製作失敗品,內肩有橫向裂痕",NA,"推測",NA,NA,"00","H05400008"
"355","KWL","H","H054","L0","068",NA,"4","pot","210","18","132","1.8","2.2000000000000002","2.8","3.5",1.4,"1.8","115",NA,"96",NA,"148",150,"平唇,口不平不圓,器薄,全形可復原","菱格紋.折線紋","直行紋.折線紋.直行紋.折線紋.直行紋","繫痕",NA,"直線與折線部分重疊,紋飾細緻,口紋飾各半","sand","fine","sparse","4","fine","cant",NA,"圓弧,部分稍抹平","內外佈煙炱痕,口外亦有,色黑,內腹指壓痕明顯,質地脆","罐(26)","有腹圍",NA,NA,"00","H05400068"
"356","KWL","H","H054","L0","069",NA,"4","pot","217","20","131","2","1.5","3","4",2.1,"1.8","120",NA,"100",NA,"154",NA,"尖唇略外翻折, 口外侈角度大, 器身上腹略受壓變形, 全形可復原","菱格紋","折線紋.直行紋.折線紋.直行紋","繫痕",NA,"直線與折線部分重疊,紋飾細緻","sand","fine","sparse","1","fine","cant",NA,"折角","內外佈煙炱痕,口內外亦有,內集中上口,內底有灰燼殘留,外腹露胎一處,質地脆","罐(27)","有腹圍",NA,NA,"00","H05400069"
"357","KWL","H","H054","L0","071",NA,"4","pot","79","22","114+","2.4","1.9","3.5","4",3,"2.8","107",NA,"89",NA,"135",NA,"平唇外翻折","菱格紋","折線紋.直行紋.折線紋.直行紋","繫痕",NA,"直線與折線部分重疊,紋飾細緻","sand","fine","medium","5","fine","na",NA,"圓弧稍抹平","內外佈煙炱痕,口內外亦有,內腹指壓痕明顯,內腹及口緣金屬附著物？","罐(28)","推測",NA,NA,"00","H05400071"
"358","KWL","H","H054","L0","072",NA,"4","base","187",NA,"108+","底厚3",NA,NA,NA,2,"2.8",NA,NA,NA,NA,"165",NA,"缺口及上腹","na","折線紋.直行紋.折線紋.直行紋.折線紋.直行紋","na",NA,"直線與折線部分重疊,紋飾細緻","sand","fine","sparse","1","fine","6","na","na","內外佈煙炱痕,色黑,斷面齧齒痕？","罐(29)","有腹圍",NA,NA,"00","H05400072"
"359","KWL","H","H054","L0","073",NA,"4","pot or steamer","62","19","94+","1.3","2.2999999999999998","4.7","4.0999999999999996",1.7,"2","116",NA,"103",NA,"157",NA,"平尖唇, 外口土溢,缺底","折線紋","直行紋.折線紋.直行紋.折線紋.直行紋","繫痕部分壓口緣",NA,"直線與折線部分重疊,紋飾細緻","sand","fine","medium","1","fine","8.8000000000000007",NA,"圓弧","內腹指壓痕明顯,無燒煮使用痕,內頸有橫向裂痕,外頸未平接合明顯",NA,"推測",NA,NA,"00","H05400073"
"360","KWL","H","H054","L0","074",NA,"4","pot","135","16","117+","2","3","2","3.6",3.5,"2.5","100",NA,"90",NA,"145",NA,"平唇,外口土溢","折線紋","折線紋","繫痕",NA,"全部皆折線,紋飾細緻","sand","fine","sparse","1","fine","9.5",NA,"抹平","外及內腹佈煙炱痕,外口有,內腹指壓痕明顯,內肩縱向裂痕,外腹露胎一處,另有金屬附著物","罐(30)","推測",NA,NA,"00","H05400074"
"361","KWL","H","H054","L0","075",NA,"4","pot","209","20","131","2.8","1.8","4.2","3.5",2.7,"2.4","117",NA,"94",NA,"143",NA,"平唇, 全形可復原","菱格紋","直行紋.折線紋.直行紋.折線紋.直行紋.折線紋","繫痕細多",NA,"直線與折線部分重疊,紋飾細緻","sand","fine","sparse","1","fine","na",NA,"折角,部分未抹平","內外佈煙炱痕,口內外亦有,內集中上口,色黑,內腹指壓痕明顯,內底有灰燼殘留,外底有露胎二處","罐(31)",NA,NA,NA,"00","H05400075"
